 area_unit,bathrooms,bedrooms,home_size,home_type,last_sold_date,last_sold_price,link,price,property_size,rent_price,rentzestimate_amount,rentzestimate_last_updated,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zillow_id,address,city,state,zipcode
 SqFt,4.0,4,3158,SingleFamily,04/07/2017,1399000,https://www.zillow.com/homedetails/3758-Ballina-Canyon-Rd-Encino-CA-91436/19992614_zpid/,$14K,23992,,6450,08/07/2018,191117.0,2017,1965,2169426,08/07/2018,19992614,3758 Ballina Canyon Rd,Encino,CA,91436
 SqFt,5.0,5,4708,SingleFamily,08/21/2015,2675000,https://www.zillow.com/homedetails/16173-Royal-Oak-Rd-Encino-CA-91436/19992698_zpid/,$2.67M,37374,,13162,08/07/2018,2728500.0,2017,1959,3372596,08/07/2018,19992698,16173 Royal Oak Rd,Encino,CA,91436
 SqFt,5.0,5,4907,SingleFamily,07/16/2018,3000000,https://www.zillow.com/homedetails/15950-Royal-Oak-Rd-Encino-CA-91436/19992728_zpid/,$3.00M,54585,,15124,08/07/2018,1519657.0,2017,1951,3736779,08/07/2018,19992728,15950 Royal Oak Rd,Encino,CA,91436
 SqFt,5.5,4,4142,SingleFamily,07/10/2017,2650000,https://www.zillow.com/homedetails/15970-Royal-Oak-Rd-Encino-CA-91436/19992729_zpid/,$2.65M,41382,,11612,08/07/2018,2620000.0,2017,1953,2940374,08/07/2018,19992729,15970 Royal Oak Rd,Encino,CA,91436
 SqFt,6.0,4,5041,SingleFamily,11/17/2015,2624000,https://www.zillow.com/homedetails/15622-Royal-Oak-Rd-Encino-CA-91436/19992768_zpid/,$2.62M,43560,,14000,08/07/2018,2676480.0,2017,1953,3212821,08/07/2018,19992768,15622 Royal Oak Rd,Encino,CA,91436
 SqFt,10.0,6,10829,SingleFamily,08/02/2016,3000000,https://www.zillow.com/homedetails/3857-Hayvenhurst-Dr-Encino-CA-91436/19992807_zpid/,$3.00M,15971,,11500,08/07/2018,2999000.0,2017,1991,3490079,08/07/2018,19992807,3857 Hayvenhurst Dr,Encino,CA,91436
 SqFt,6.0,5,6081,SingleFamily,08/13/2015,2705000,https://www.zillow.com/homedetails/16038-Valley-Meadow-Pl-Encino-CA-91436/19992829_zpid/,$2.71M,43560,,16500,08/07/2018,2759100.0,2017,1990,3747994,08/07/2018,19992829,16038 Valley Meadow Pl,Encino,CA,91436
 SqFt,6.0,5,3367,SingleFamily,09/08/2016,2272500,https://www.zillow.com/homedetails/16891-Encino-Hills-Dr-Encino-CA-91436/19992878_zpid/,$2.27M,11690,,8500,08/07/2018,2272000.0,2017,1969,2543093,08/07/2018,19992878,16891 Encino Hills Dr,Encino,CA,91436
 SqFt,4.0,4,3800,SingleFamily,03/28/2017,2435500,https://www.zillow.com/homedetails/3546-Terrace-View-Dr-Encino-CA-91436/19992976_zpid/,$2.44M,10315,,8892,08/07/2018,1214680.0,2017,1963,2682333,08/07/2018,19992976,3546 Terrace View Dr,Encino,CA,91436
 SqFt,6.0,6,4660,SingleFamily,03/21/2017,2710000,https://www.zillow.com/homedetails/16998-Encino-Hills-Dr-Encino-CA-91436/19993011_zpid/,$2.71M,11325,,10800,08/07/2018,1531552.0,2017,1966,3030745,08/07/2018,19993011,16998 Encino Hills Dr,Encino,CA,91436
 SqFt,4.0,4,2830,SingleFamily,08/13/2015,1875000,https://www.zillow.com/homedetails/3606-Terrace-View-Dr-Encino-CA-91436/19993061_zpid/,$1.88M,17545,,7500,08/07/2018,1912500.0,2017,1962,2198903,08/07/2018,19993061,3606 Terrace View Dr,Encino,CA,91436
 SqFt,5.0,4,3200,SingleFamily,01/12/2018,2849000,https://www.zillow.com/homedetails/3553-Alginet-Dr-Encino-CA-91436/19993110_zpid/,$2.85M,17985,,9794,08/07/2018,1395000.0,2017,1957,2951263,08/07/2018,19993110,3553 Alginet Dr,Encino,CA,91436
 SqFt,3.0,4,2783,SingleFamily,06/20/2018,2115000,https://www.zillow.com/homedetails/3854-Encino-Hills-Pl-Encino-CA-91436/19993241_zpid/,$2.12M,13332,,7500,08/07/2018,1460088.0,2017,1964,2139021,08/07/2018,19993241,3854 Encino Hills Pl,Encino,CA,91436
 SqFt,6.0,6,6085,SingleFamily,,,https://www.zillow.com/homedetails/4934-Louise-Ave-Encino-CA-91316/19993350_zpid/,$2.84M,20320,,7500,08/07/2018,1039963.0,2017,1987,2976273,08/07/2018,19993350,4934 Louise Ave,Encino,CA,91316
 SqFt,4.0,4,2219,SingleFamily,10/14/2016,1550000,https://www.zillow.com/homedetails/17201-Oak-View-Dr-Encino-CA-91316/19993401_zpid/,$1.55M,21696,,7500,08/07/2018,1550000.0,2017,1956,1729356,08/07/2018,19993401,17201 Oak View Dr,Encino,CA,91316
 SqFt,3.0,4,3500,SingleFamily,05/08/2018,2596000,https://www.zillow.com/homedetails/4703-Balboa-Ave-Encino-CA-91316/19993403_zpid/,$2.6M,19602,,10000,08/07/2018,1350581.0,2017,1960,2559197,08/07/2018,19993403,4703 Balboa Ave,Encino,CA,91316
 SqFt,7.0,5,7624,SingleFamily,10/11/1996,1200000,https://www.zillow.com/homedetails/4453-Balboa-Ave-Encino-CA-91316/19993421_zpid/,$2.89M,44065,,16500,08/07/2018,1823425.0,2017,1980,3838034,08/07/2018,19993421,4453 Balboa Ave,Encino,CA,91316
 SqFt,4.0,4,4556,SingleFamily,05/12/2017,2700000,https://www.zillow.com/homedetails/4720-Balboa-Ave-Encino-CA-91316/19993469_zpid/,$2.7M,21249,,11000,08/07/2018,1917600.0,2017,1986,2968200,08/07/2018,19993469,4720 Balboa Ave,Encino,CA,91316
 SqFt,7.5,6,5133,SingleFamily,04/10/2017,3000000,https://www.zillow.com/homedetails/16821-Oak-View-Dr-Encino-CA-91436/19993472_zpid/,$3.00M,161999,,11524,08/07/2018,913722.0,2017,1939,3948267,08/07/2018,19993472,16821 Oak View Dr,Encino,CA,91436
 SqFt,6.0,6,4303,SingleFamily,07/20/2016,2569000,https://www.zillow.com/homedetails/16688-Ashley-Oaks-Encino-CA-91436/19993662_zpid/,$2.57M,17084,,10000,08/07/2018,2569000.0,2017,1977,2991367,08/07/2018,19993662,16688 Ashley Oaks,Encino,CA,91436
 SqFt,5.0,5,5192,SingleFamily,08/31/2016,2784000,https://www.zillow.com/homedetails/16754-Ashley-Oaks-Encino-CA-91436/19993666_zpid/,$2.78M,16901,,10000,08/07/2018,2784000.0,2017,1975,3220849,08/07/2018,19993666,16754 Ashley Oaks,Encino,CA,91436
 SqFt,6.75,6,4805,SingleFamily,11/15/2016,2910000,https://www.zillow.com/homedetails/4540-Estrondo-Dr-Encino-CA-91436/19993689_zpid/,$2.91M,23751,,10450,08/07/2018,2910000.0,2017,1961,3501477,08/07/2018,19993689,4540 Estrondo Dr,Encino,CA,91436
 SqFt,7.0,5,6530,SingleFamily,10/03/2007,2700000,https://www.zillow.com/homedetails/4701-White-Oak-Ave-Encino-CA-91316/19993983_zpid/,$2.78M,,,12995,08/07/2018,2749000.0,2017,1989,3107713,08/07/2018,19993983,4701 White Oak Ave,Encino,CA,91316
 SqFt,5.0,4,3961,SingleFamily,08/02/2017,2650000,https://www.zillow.com/homedetails/4570-Comber-Ave-Encino-CA-91316/19994022_zpid/,$2.65M,21344,,9500,08/07/2018,1319334.0,2017,2010,2851012,08/07/2018,19994022,4570 Comber Ave,Encino,CA,91316
 SqFt,6.0,5,4405,SingleFamily,04/23/2018,2866250,https://www.zillow.com/homedetails/4671-Encino-Ave-Encino-CA-91316/19994032_zpid/,$2.87M,27878,,13000,08/07/2018,2730392.0,2017,1928,2977697,08/07/2018,19994032,4671 Encino Ave,Encino,CA,91316
 SqFt,5.0,6,3822,SingleFamily,06/10/2016,2345000,https://www.zillow.com/homedetails/4670-White-Oak-Ave-Encino-CA-91316/19994035_zpid/,$2.35M,18889,,9303,08/07/2018,2391900.0,2017,1952,2763214,08/07/2018,19994035,4670 White Oak Ave,Encino,CA,91316
 SqFt,6.0,6,4600,SingleFamily,07/09/2018,2750000,https://www.zillow.com/homedetails/4338-Empress-Ave-Encino-CA-91436/19994148_zpid/,$2.75M,17506,,9995,08/07/2018,1221453.0,2017,2014,2977990,08/07/2018,19994148,4338 Empress Ave,Encino,CA,91436
 SqFt,5.0,5,3583,SingleFamily,06/29/2018,2605000,https://www.zillow.com/homedetails/16872-Bosque-Dr-Encino-CA-91436/19994188_zpid/,$2.6M,14649,,8999,08/07/2018,1658383.0,2017,1959,2584328,08/07/2018,19994188,16872 Bosque Dr,Encino,CA,91436
 SqFt,6.0,6,4480,SingleFamily,09/29/2017,2937500,https://www.zillow.com/homedetails/4421-Huerta-Ct-Encino-CA-91436/19994214_zpid/,$2.94M,29232,,12500,08/07/2018,2148285.0,2017,1950,3795150,08/07/2018,19994214,4421 Huerta Ct,Encino,CA,91436
 SqFt,4.5,4,4092,SingleFamily,03/08/2016,2797000,https://www.zillow.com/homedetails/16745-Bosque-Dr-Encino-CA-91436/19994219_zpid/,$2.8M,20494,,11501,08/07/2018,2852940.0,2017,1962,3339865,08/07/2018,19994219,16745 Bosque Dr,Encino,CA,91436
 SqFt,4.0,4,3676,SingleFamily,06/15/2004,1060000,https://www.zillow.com/homedetails/16641-Adlon-Rd-Encino-CA-91436/19994304_zpid/,$2.35M,12667,,10000,08/07/2018,1480250.0,2017,2006,2307790,08/07/2018,19994304,16641 Adlon Rd,Encino,CA,91436
 SqFt,5.0,4,4131,SingleFamily,09/24/2016,2326000,https://www.zillow.com/homedetails/4030-Jill-Pl-Encino-CA-91436/19994402_zpid/,$2.33M,32285,,9800,08/07/2018,2326000.0,2017,1956,2795078,08/07/2018,19994402,4030 Jill Pl,Encino,CA,91436
 SqFt,8.0,5,6454,SingleFamily,12/07/2015,2780000,https://www.zillow.com/homedetails/4050-Hayvenhurst-Ave-Encino-CA-91436/19994427_zpid/,$2.78M,17907,,13995,08/07/2018,2784600.0,2017,2015,4257237,08/07/2018,19994427,4050 Hayvenhurst Ave,Encino,CA,91436
 SqFt,5.5,7,4618,Condominium,10/16/2017,2650000,https://www.zillow.com/homedetails/4004-Rogen-Dr-Encino-CA-91436/19994441_zpid/,$2.65M,16766,,10000,08/07/2018,1742979.0,2017,1955,2800898,08/07/2018,19994441,4004 Rogen Dr,Encino,CA,91436
 SqFt,6.0,5,3495,SingleFamily,03/30/2017,2301000,https://www.zillow.com/homedetails/16635-Oldham-St-Encino-CA-91436/19994472_zpid/,$2.3M,14618,,8995,08/07/2018,1428000.0,2017,1957,2496720,08/07/2018,19994472,16635 Oldham St,Encino,CA,91436
 SqFt,4.5,4,2983,SingleFamily,09/10/2015,2234000,https://www.zillow.com/homedetails/16425-Oldham-St-Encino-CA-91436/19994489_zpid/,$2.23M,13941,,10500,08/07/2018,2278680.0,2017,1959,2757537,08/07/2018,19994489,16425 Oldham St,Encino,CA,91436
 SqFt,4.0,5,3954,SingleFamily,05/23/2017,2500000,https://www.zillow.com/homedetails/17067-Countess-Pl-Encino-CA-91436/19994544_zpid/,$2.5M,26101,,8999,08/07/2018,2150000.0,2017,1957,2724474,08/07/2018,19994544,17067 Countess Pl,Encino,CA,91436
 SqFt,6.0,5,4750,SingleFamily,11/16/2016,2800000,https://www.zillow.com/homedetails/16901-Mooncrest-Dr-Encino-CA-91436/19994604_zpid/,$2.8M,18850,,10971,08/07/2018,1185000.0,2016,1956,,01/01/1970,19994604,16901 Mooncrest Dr,Encino,CA,91436
 SqFt,2.5,5,3600,SingleFamily,03/08/2016,2400000,https://www.zillow.com/homedetails/17221-Luverne-Pl-Encino-CA-91316/19994747_zpid/,$2.4M,18364,,10000,08/07/2018,2448000.0,2017,1968,2865319,08/07/2018,19994747,17221 Luverne Pl,Encino,CA,91316
 SqFt,5.0,5,3900,SingleFamily,05/16/2017,2815000,https://www.zillow.com/homedetails/3739-Montuso-Pl-Encino-CA-91436/19994869_zpid/,$2.81M,25961,,10000,08/07/2018,1188273.0,2017,1966,3068481,08/07/2018,19994869,3739 Montuso Pl,Encino,CA,91436
 SqFt,3.0,5,2946,SingleFamily,09/28/2017,2500000,https://www.zillow.com/homedetails/3700-Hayvenhurst-Ave-Encino-CA-91436/19995013_zpid/,$2.5M,24489,,9300,08/07/2018,1542515.0,2017,1957,2646100,08/07/2018,19995013,3700 Hayvenhurst Ave,Encino,CA,91436
 SqFt,5.0,5,4000,SingleFamily,08/26/2015,2855000,https://www.zillow.com/homedetails/16473-Westfall-Pl-Encino-CA-91436/19995021_zpid/,$2.85M,34041,,12586,08/07/2018,2912100.0,2017,1960,3542281,08/07/2018,19995021,16473 Westfall Pl,Encino,CA,91436
 SqFt,5.0,4,3213,SingleFamily,07/02/2018,2625000,https://www.zillow.com/homedetails/16471-Dorado-Dr-Encino-CA-91436/19995061_zpid/,$2.62M,20908,,9850,08/07/2018,1478740.0,2017,1965,2537872,08/07/2018,19995061,16471 Dorado Dr,Encino,CA,91436
 SqFt,5.0,5,3111,SingleFamily,08/22/2017,2090000,https://www.zillow.com/homedetails/3656-Westfall-Dr-Encino-CA-91436/19995096_zpid/,$2.09M,18495,,7500,08/07/2018,1912500.0,2017,1967,2209487,08/07/2018,19995096,3656 Westfall Dr,Encino,CA,91436
 SqFt,6.0,5,5400,SingleFamily,03/19/2018,2850000,https://www.zillow.com/homedetails/3644-Westfall-Dr-Encino-CA-91436/19995097_zpid/,$2.85M,17031,,12000,08/07/2018,1933217.0,2017,2007,2970983,08/07/2018,19995097,3644 Westfall Dr,Encino,CA,91436
 SqFt,3.0,5,2816,SingleFamily,04/24/2018,1916000,https://www.zillow.com/homedetails/3623-Ballina-Canyon-Rd-Encino-CA-91436/19995104_zpid/,$1.92M,15620,,7500,08/07/2018,1264916.0,2017,1965,1921887,08/07/2018,19995104,3623 Ballina Canyon Rd,Encino,CA,91436
 SqFt,6.0,6,3400,SingleFamily,01/11/2016,2510000,https://www.zillow.com/homedetails/16536-Academia-Dr-Encino-CA-91436/19995110_zpid/,$2.51M,13068,,10480,08/07/2018,2560200.0,2017,1965,3032426,08/07/2018,19995110,16536 Academia Dr,Encino,CA,91436
 SqFt,3.0,4,3797,SingleFamily,06/13/2018,2450000,https://www.zillow.com/homedetails/16557-Goldenrod-Pl-Encino-CA-91436/19995165_zpid/,$2.45M,7048,,10500,08/07/2018,1913423.0,2017,1962,2449544,08/07/2018,19995165,16557 Goldenrod Pl,Encino,CA,91436
 SqFt,3.5,5,4000,SingleFamily,12/16/2017,2650000,https://www.zillow.com/homedetails/3446-Caribeth-Dr-Encino-CA-91436/19995205_zpid/,$2.65M,14030,,10000,08/07/2018,1734000.0,2017,1962,2748459,08/07/2018,19995205,3446 Caribeth Dr,Encino,CA,91436
 SqFt,3.0,4,3000,SingleFamily,01/24/2017,1275000,https://www.zillow.com/homedetails/16434-Royal-Hills-Dr-Encino-CA-91436/19995213_zpid/,$2.45M,48146,,5975,08/07/2018,703033.0,2017,1963,2542620,08/07/2018,19995213,16434 Royal Hills Dr,Encino,CA,91436
 SqFt,3.0,4,2890,SingleFamily,07/08/2016,1985000,https://www.zillow.com/homedetails/3235-Steven-Dr-Encino-CA-91436/19995290_zpid/,$1.99M,18183,,7600,08/07/2018,1985000.0,2017,1965,2263610,08/07/2018,19995290,3235 Steven Dr,Encino,CA,91436
 SqFt,4.0,4,3048,SingleFamily,03/03/2017,2355000,https://www.zillow.com/homedetails/16033-Sabana-Ln-Encino-CA-91436/19995324_zpid/,$2.35M,13056,,8577,08/07/2018,239518.0,2017,1965,2574770,08/07/2018,19995324,16033 Sabana Ln,Encino,CA,91436
 SqFt,5.0,4,3345,SingleFamily,05/20/2016,2475000,https://www.zillow.com/homedetails/3240-Steven-Dr-Encino-CA-91436/19995328_zpid/,$2.48M,19558,,10500,08/07/2018,2524500.0,2017,1968,2912219,08/07/2018,19995328,3240 Steven Dr,Encino,CA,91436
 SqFt,3.0,4,1492,MultiFamily2To4,07/23/2018,900000,https://www.zillow.com/homedetails/7734-Varna-Ave-North-Hollywood-CA-91605/19995943_zpid/,$900K,31708,,2600,08/07/2018,331169.0,2017,1953,,01/01/1970,19995943,7734 Varna Ave,North Hollywood,CA,91605
 SqFt,5.0,6,1027,MultiFamily2To4,12/29/1998,410000,https://www.zillow.com/homedetails/7211-Bakman-Ave-Sun-Valley-CA-91352/20001683_zpid/,$900K,6398,,2700,08/07/2018,413802.0,2017,1955,762999,08/07/2018,20001683,7211 Bakman Ave,Sun Valley,CA,91352
 SqFt,2.0,4,1332,SingleFamily,06/06/2018,829000,https://www.zillow.com/homedetails/7306-Camellia-Ave-North-Hollywood-CA-91605/20002489_zpid/,$829K,6751,,3000,08/07/2018,492299.0,2017,1947,620998,08/07/2018,20002489,7306 Camellia Ave,North Hollywood,CA,91605
 SqFt,2.0,4,1470,SingleFamily,10/20/2010,325000,https://www.zillow.com/homedetails/6439-Agnes-Ave-North-Hollywood-CA-91606/20004035_zpid/,$1.25M,6973,,3150,08/07/2018,452248.0,2017,1943,940765,08/07/2018,20004035,6439 Agnes Ave,North Hollywood,CA,91606
 SqFt,2.0,4,1376,SingleFamily,03/06/2018,713900,https://www.zillow.com/homedetails/6644-Beeman-Ave-North-Hollywood-CA-91606/20005259_zpid/,$714K,5917,,3100,08/07/2018,527043.0,2017,1950,670698,08/07/2018,20005259,6644 Beeman Ave,North Hollywood,CA,91606
 SqFt,2.0,4,1640,SingleFamily,01/12/2016,960000,https://www.zillow.com/homedetails/6720-Fulton-Ave-Van-Nuys-CA-91401/20005981_zpid/,$960K,9583,,3939,08/07/2018,469200.0,2017,1952,668658,08/07/2018,20005981,6720 Fulton Ave,Van Nuys,CA,91401
 SqFt,,4,1685,VacantResidentialLand,09/29/2017,1060000,https://www.zillow.com/homedetails/13694-Erwin-St-Van-Nuys-CA-91401/20007816_zpid/,$1.06M,9147,,2600,08/07/2018,334025.0,2017,1917,,01/01/1970,20007816,13694 Erwin St,Van Nuys,CA,91401
 SqFt,3.0,4,1406,SingleFamily,04/25/2017,800000,https://www.zillow.com/homedetails/6256-Ethel-Ave-Van-Nuys-CA-91401/20008434_zpid/,$800K,6799,,3200,08/07/2018,350820.0,2017,1938,760943,08/07/2018,20008434,6256 Ethel Ave,Van Nuys,CA,91401
 SqFt,2.0,4,1546,SingleFamily,09/06/2002,208000,https://www.zillow.com/homedetails/5618-Fulcher-Ave-North-Hollywood-CA-91601/20012056_zpid/,$980K,6991,,3000,08/07/2018,351821.0,2017,1941,988866,08/07/2018,20012056,5618 Fulcher Ave,North Hollywood,CA,91601
 SqFt,2.0,4,1402,SingleFamily,05/16/2018,799000,https://www.zillow.com/homedetails/5951-Colfax-Ave-North-Hollywood-CA-91601/20012606_zpid/,$799K,7405,,2975,08/07/2018,68649.0,2017,1941,793173,08/07/2018,20012606,5951 Colfax Ave,North Hollywood,CA,91601
 SqFt,3.0,4,1701,SingleFamily,12/01/2017,669500,https://www.zillow.com/homedetails/5875-Radford-Ave-Valley-Village-CA-91607/20012748_zpid/,$979K,6281,,3300,08/07/2018,381833.0,2017,1952,765858,08/07/2018,20012748,5875 Radford Ave,Valley Village,CA,91607
 SqFt,2.0,4,1874,SingleFamily,05/25/2018,1300000,https://www.zillow.com/homedetails/12805-Collins-St-Valley-Village-CA-91607/20014331_zpid/,$1.3M,9118,,3634,08/07/2018,306303.0,2017,1952,1206267,08/07/2018,20014331,12805 Collins St,Valley Village,CA,91607
 SqFt,3.0,4,2332,SingleFamily,03/16/2018,2245000,https://www.zillow.com/homedetails/5433-Sunnyslope-Ave-Sherman-Oaks-CA-91401/20014944_zpid/,$2.25M,7494,,4500,08/07/2018,1130000.0,2017,1955,1231226,08/07/2018,20014944,5433 Sunnyslope Ave,Sherman Oaks,CA,91401
 SqFt,7.0,6,5900,SingleFamily,01/07/2016,2880000,https://www.zillow.com/homedetails/5260-Leghorn-Ave-Sherman-Oaks-CA-91401/20015749_zpid/,$2.88M,23958,,15000,08/07/2018,2937600.0,2017,2015,3483135,08/07/2018,20015749,5260 Leghorn Ave,Sherman Oaks,CA,91401
 SqFt,5.0,4,3900,SingleFamily,07/03/2018,2500000,https://www.zillow.com/homedetails/13133-Weddington-St-Sherman-Oaks-CA-91401/20015986_zpid/,$2.5M,7431,,5150,08/07/2018,821100.0,2017,1951,2183621,08/07/2018,20015986,13133 Weddington St,Sherman Oaks,CA,91401
 SqFt,2.0,4,1555,SingleFamily,08/04/2011,400000,https://www.zillow.com/homedetails/5219-Babcock-Ave-Valley-Village-CA-91607/20016374_zpid/,$5.5K,6596,,3650,08/07/2018,584417.0,2017,1952,945018,08/07/2018,20016374,5219 Babcock Ave,Valley Village,CA,91607
 SqFt,2.0,4,1400,Apartment,09/24/2015,1144500,https://www.zillow.com/homedetails/5515-Klump-Ave-North-Hollywood-CA-91601/20017984_zpid/,$1.14M,7252,,2700,08/07/2018,1167390.0,2017,2003,,01/01/1970,20017984,5515 Klump Ave,North Hollywood,CA,91601
 SqFt,2.0,4,1615,Duplex,01/05/2018,1400000,https://www.zillow.com/homedetails/11013-Hesby-St-North-Hollywood-CA-91601/20018138_zpid/,$1.4M,7497,,2900,08/07/2018,60573.0,2017,1947,1406862,08/07/2018,20018138,11013 Hesby St,North Hollywood,CA,91601
 SqFt,2.0,4,1612,SingleFamily,07/10/2018,1735000,https://www.zillow.com/homedetails/11622-Addison-St-North-Hollywood-CA-91601/20018995_zpid/,$1.74M,7832,,4100,08/07/2018,610264.0,2017,1936,1739801,08/07/2018,20018995,11622 Addison St,North Hollywood,CA,91601
 SqFt,3.0,4,1688,SingleFamily,07/12/2016,1055000,https://www.zillow.com/homedetails/11617-La-Maida-St-North-Hollywood-CA-91601/20019025_zpid/,$1.05M,7405,,4200,08/07/2018,1055000.0,2017,1950,1145981,08/07/2018,20019025,11617 La Maida St,North Hollywood,CA,91601
 SqFt,2.0,4,1679,SingleFamily,04/19/2018,1014000,https://www.zillow.com/homedetails/11606-Kling-St-North-Hollywood-CA-91602/20019344_zpid/,$1.01M,7688,,3995,08/07/2018,494091.0,2017,1948,1031324,08/07/2018,20019344,11606 Kling St,North Hollywood,CA,91602
 SqFt,4.0,5,3284,SingleFamily,12/17/2015,2150000,https://www.zillow.com/homedetails/12015-Hesby-St-Valley-Village-CA-91607/20019378_zpid/,$2.15M,10128,,6565,08/07/2018,2193000.0,2017,1935,2540738,08/07/2018,20019378,12015 Hesby St,Valley Village,CA,91607
 SqFt,4.5,4,2687,SingleFamily,05/25/2018,1945000,https://www.zillow.com/homedetails/11834-Hartsook-St-Valley-Village-CA-91607/20019559_zpid/,$1.95M,8102,,5198,08/07/2018,95013.0,2017,1936,1524668,08/07/2018,20019559,11834 Hartsook St,Valley Village,CA,91607
 SqFt,3.5,5,2565,SingleFamily,05/25/2018,1995000,https://www.zillow.com/homedetails/4901-Carpenter-Ave-Valley-Village-CA-91607/20019760_zpid/,$2M,9147,,7500,08/07/2018,1300000.0,2017,1936,1717798,08/07/2018,20019760,4901 Carpenter Ave,Valley Village,CA,91607
 SqFt,2.0,4,1930,SingleFamily,11/12/2015,1200000,https://www.zillow.com/homedetails/11748-Riverside-Dr-Valley-Village-CA-91607/20020009_zpid/,$1.2M,6624,,5500,08/07/2018,1224000.0,2017,1936,1162348,08/07/2018,20020009,11748 Riverside Dr,Valley Village,CA,91607
 SqFt,2.0,4,1673,SingleFamily,07/25/2017,1100000,https://www.zillow.com/homedetails/12128-Otsego-St-Valley-Village-CA-91607/20020084_zpid/,$1.1M,7425,,4200,08/07/2018,877342.0,2017,1945,1127067,08/07/2018,20020084,12128 Otsego St,Valley Village,CA,91607
 SqFt,3.5,4,2364,SingleFamily,05/17/2018,1750000,https://www.zillow.com/homedetails/12255-Morrison-St-Valley-Village-CA-91607/20020238_zpid/,$1.75M,8350,,4850,08/07/2018,753033.0,2017,1937,1724464,08/07/2018,20020238,12255 Morrison St,Valley Village,CA,91607
 SqFt,6.0,5,4715,SingleFamily,10/06/2015,935000,https://www.zillow.com/homedetails/12515-Addison-St-Valley-Village-CA-91607/20020843_zpid/,$2.7M,9029,,8000,08/07/2018,953700.0,2017,2017,2427528,08/07/2018,20020843,12515 Addison St,Valley Village,CA,91607
 SqFt,4.0,4,1869,SingleFamily,06/29/2018,1195000,https://www.zillow.com/homedetails/4907-Bluebell-Ave-Valley-Village-CA-91607/20021003_zpid/,$1.2M,7222,,3950,08/07/2018,489923.0,2017,1953,1201779,08/07/2018,20021003,4907 Bluebell Ave,Valley Village,CA,91607
 SqFt,4.0,5,4886,SingleFamily,07/25/2003,1000000,https://www.zillow.com/homedetails/13138-Magnolia-Blvd-Sherman-Oaks-CA-91423/20021189_zpid/,$2.79M,18796,,7495,08/07/2018,1225056.0,2017,1939,2610406,08/07/2018,20021189,13138 Magnolia Blvd,Sherman Oaks,CA,91423
 SqFt,3.0,4,2313,SingleFamily,06/27/2018,1649000,https://www.zillow.com/homedetails/13141-Morrison-St-Sherman-Oaks-CA-91423/20021342_zpid/,$1.65M,7135,,4750,08/07/2018,417365.0,2017,1962,1352210,08/07/2018,20021342,13141 Morrison St,Sherman Oaks,CA,91423
 SqFt,4.5,5,2992,SingleFamily,08/30/2017,2050000,https://www.zillow.com/homedetails/13035-Otsego-St-Sherman-Oaks-CA-91423/20021784_zpid/,$2.05M,6743,,8000,08/07/2018,1039931.0,2017,1951,2021261,08/07/2018,20021784,13035 Otsego St,Sherman Oaks,CA,91423
 SqFt,7.0,5,5200,SingleFamily,03/08/2018,2650000,https://www.zillow.com/homedetails/13610-Addison-St-Sherman-Oaks-CA-91423/20022225_zpid/,$2.65M,9597,,8019,08/07/2018,867000.0,2017,2017,2717093,08/07/2018,20022225,13610 Addison St,Sherman Oaks,CA,91423
 SqFt,3.0,4,1990,SingleFamily,08/18/2016,1319000,https://www.zillow.com/homedetails/4621-Allott-Ave-Sherman-Oaks-CA-91423/20022366_zpid/,$1.32M,7278,,4500,08/07/2018,1319000.0,2017,1948,1222343,08/07/2018,20022366,4621 Allott Ave,Sherman Oaks,CA,91423
 SqFt,5.5,5,4300,SingleFamily,03/10/2018,2395000,https://www.zillow.com/homedetails/4527-Mary-Ellen-Ave-Sherman-Oaks-CA-91423/20023224_zpid/,$2.4M,8105,,3850,08/07/2018,95860.0,2017,2018,10039062,08/07/2018,20023224,4527 Mary Ellen Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4277,SingleFamily,09/07/2017,2201000,https://www.zillow.com/homedetails/4440-Mary-Ellen-Ave-Sherman-Oaks-CA-91423/20023243_zpid/,$2.2M,6534,,8500,08/07/2018,2051754.0,2017,2013,2370606,08/07/2018,20023243,4440 Mary Ellen Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4321,SingleFamily,05/26/2017,2267500,https://www.zillow.com/homedetails/4435-Ethel-Ave-Studio-City-CA-91604/20023251_zpid/,$2.27M,8102,,8700,08/07/2018,1086912.0,2017,2017,2484515,08/07/2018,20023251,4435 Ethel Ave,Studio City,CA,91604
 SqFt,,4,2108,VacantResidentialLand,11/05/2015,1535000,https://www.zillow.com/homedetails/4503-Coldwater-Canyon-Ave-Studio-City-CA-91604/20023383_zpid/,$1.53M,6500,,2999,08/07/2018,1565700.0,2017,1948,,01/01/1970,20023383,4503 Coldwater Canyon Ave,Studio City,CA,91604
 SqFt,6.0,5,3934,SingleFamily,05/04/2017,2335000,https://www.zillow.com/homedetails/12823-Milbank-St-Studio-City-CA-91604/20023785_zpid/,$2.33M,6899,,8000,08/07/2018,882300.0,2017,2017,2324270,08/07/2018,20023785,12823 Milbank St,Studio City,CA,91604
